Serial Number,Date of Entry,Barcode/Accession No,Title,Author,Pages,Publisher,Place,Copyright Date,Department,Price,Discount Percent,Net Cost,Type
1191,15-01-2013,PCCOEEC24013,UDYOG JAGTATIL AVLEEYA.,"KELKAR, ARUN",264,MOUJ PRAKASHAN,MUMBAI,,GENERAL,250,25,188,GBK
1192,13-09-2014,PCCOEEC28003,SWADESH : AAMHI MARATHI N R I.,"KELKAR, BHUSHAN",,GRANTHALI,MUMBAI,,GENERAL,,,,GBK
1193,04-01-2013,PCCOEEC23802,NABHAT HSARE TARE.,"KEMBHAVI, AJIT",121,RAJHANS PRAKASHAN,PUNE,,GENERAL,200,30,140,GBK
1194,04-10-2021,PCCOEEC35659,STORY SMART USING THE SCIENCE OF STORY TO PERSUADE INFLUENCE INSPIRE AND TEACH.,"KENDALL, HAVEN",174,"LIBRARIES UNLIMITED AN IMPRINT OF ABC-CLIO, LIC",CALIFORNIA,2014,GENERAL,3697,2.32,3611.2296,GBK
1195,04-10-2021,PCCOEEC35660,STORY PROF THE SCIENCE BEHIND THE STARTING POWER OF STORY.,"KENDALL, HAVEN",152,LIBRARIES UNLIMITED A MEMBER OF THE GREENWOOD PUBLISHING GROOP.,WESTPORT,2007,GENERAL,3195,2.32,3120.876,GBK
1196,26-04-2025,PCCOEEC41618,DIVYATWACHI JETHE PRACHITI.,"KENE, PRAMOD",150,PRAMOD KENE,RAIGAD,2016,GENERAL,0,,0,DBK
1197,14-01-2013,PCCOEEC23958,BADALTE VISHAV.,"KETKAR, KUMAR",308,RAJHANS PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
1198,04-01-2013,PCCOEEC23790,DNYAT-ADNYAT AHILYABAI HOLKAR.,"KHADPEKAR, VINYA",277,RAJHANS PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
1199,15-09-2014,PCCOEEC28007,DNYAT-ADNYAT : AHILYABAI HOLKAR.,"KHADPEKAR, VINYA",472,RAJHANS PRAKASHAN,PUNE,,GENERAL,,,,DBK
1200,11-10-2021,PCCOEEC35688,SHODH.,"KHAIRNAR, MURLIDHAR",497,MANOVIKAS PRAKASHN,PUNE,2020,GENERAL,550,10,495,GBK
1201,05-01-2022,PCCOEEC36334,SHODH.,"KHAIRNAR, MURLIDHAR",497,RAJHANS PRAKASHAN,PUNE,2021,GENERAL,550,25,412.5,GBK
1202,13-09-2014,PCCOEEC27965,SARTYA SARI.,"KHANDEKAR, V. S.",64,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1203,13-09-2014,PCCOEEC27970,ASTHI.,"KHANDEKAR, V. S.",40,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1204,13-09-2014,PCCOEEC27978,YAYATI,"KHANDEKAR, V. S.",420,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1205,12-10-2009,PCCOEEC28020,AMRUTWEL.,"KHANDEKAR, V. S.",148,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1206,12-10-2009,PCCOEEC13751,AMRUTWEL.,"KHANDEKAR, V. S.",148,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1207,12-10-2009,PCCOEEC13750,DON MANE.,"KHANDEKAR, V. S.",209,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1208,12-10-2009,PCCOEEC13773,KRUANCHVADH.,"KHANDEKAR, V. S.",221,MEHATA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1209,14-01-2013,PCCOEEC23956,YAYATI,"KHANDEKAR, V. S.",420,MEHATA PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
1210,31-01-2006,PCCOEEC09076,AMRUTWEL.,"KHANDEKAR, V. S.",148,MEHATA PRAKASHAN,PUNE,,GENERAL,100,20,80,GBK
1211,07-02-2006,PCCOEEC09125,YAYATI,"KHANDEKAR, V. S.",328,,PUNE,,GENERAL,300,20,240,GBK
1212,26-10-2013,PCCOEEC26640,INTERNATIONAL RELATIONS.,"KHANNA, V. N.",595,VIKAS PUB. HOUSE PVT LTD.,NEW DELHI,,GENERAL,510,20,408,HSB
1213,08-03-2006,PCCOEEC09396,DR. BABASAHEB AMBEDKAR YANCHI ATMAKATHA,"KHARAT, SHANKARRAO",384,INDRAYANI SAHITYA,PUNE,,GENERAL,200,20,160,GBK
1214,15-01-2013,PCCOEEC24012,MOUNACHI BHASHANTARE.,"KHARE, SANDIP",152,KAKNTINETAL PRAKASHAN,PUNE,,GENERAL,150,25,113,GBK
1215,05-04-2007,PCCOEEC10012,ENRICH YOUR ENGLISH . BOOK-9. ADVANCED-I,"KHATAVKAR, RAMESH",197,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
1216,05-04-2007,PCCOEEC10014,ENRICH YOUR ENGLISH. BOOK-10. ADVANCED - II,"KHATAVKAR, RAMESH",208,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
1217,05-04-2007,PCCOEEC10013,ENRICH YOUR ENGLISH . BOOK-9. ADVANCED-I,"KHATAVKAR, RAMESH",197,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
1218,05-04-2007,PCCOEEC10015,ENRICH YOUR ENGLISH. BOOK-10. ADVANCED - II,"KHATAVKAR, RAMESH",208,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
1219,05-01-2016,PCCOEEC32066,THE PEARSON GUIDE TO QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"KHATTAR, DINESH",40,PEARSON EDUCATION,NEW DEIHI,2016,GENERAL,,,,HSB
1220,30-10-2013,PCCOEEC26664,THE PEARSON GUIDE TO QUANTITATIVE APTITUDE : FOR COMPETITIVE EXAMINITIONS.,"KHATTAR, DINESH",868,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,,,,HSB
1221,13-09-2014,PCCOEEC27977,SARATHI SARVANCHA.,"KHER, B. D.",267,,PUNE,,GENERAL,,,,DBK
1222,16-09-2014,PCCOEEC28018,SAMARSAUDAMINI.,"KHER, B. D.",176,VIHANG PRAKASHAN,PUNE,,GENERAL,,,,DBK
1223,30-01-2006,PCCOEEC09054,CHANKYA,"KHER, B.D.",343,MEHATA PRAKASHAN,PUNE,,GENERAL,250,20,200,GBK
1224,31-01-2006,PCCOEEC09063,HIROSHIMA,"KHER, B.D.",612,VIHANG PRAKASHAN,PUNE,,GENERAL,500,20,400,GBK
1225,30-01-2006,PCCOEEC09056,DHANANJAY,"KHER, RAJENDRA",647,VIHANG PRAKASHAN,PUNE,,GENERAL,350,20,280,GBK
1226,17-09-2014,PCCOEEC28037,DAINANDIN BHAGVDGITA.,"KHER, RAJENDRA",365,VIHANG PRAKASHAN,PUNE,,GENERAL,,,,DBK
1227,11-10-2021,PCCOEEC35685,DHANANJAY,"KHER, RAJENDRA",607,VIHANG PRAKASHAN,PUNE,2017,GENERAL,450,10,405,GBK
1228,19-12-2009,PCCOEEC13904,JAGA PAN SANMANANI.,"KHERA, SHIV",193,MAC MILLAN INDIA LTD.,DELHI,,GENERAL,,,,DBK
1229,26-11-2008,PCCOEEC11576,YOU CAN WIN.,"KHERA, SHIV",244,MAC MILLAN PRESS LTD.,HAMPSHIRE,,GENERAL,355,22,277,GBK
1230,06-01-2010,PCCOEEC14578,YOU CAN WIN.,"KHERA, SHIV",290,MACMILLAN PUB COMPANY,NEW YORK,,GENERAL,355,21,280,GBK
1231,06-01-2010,PCCOEEC14579,YOU CAN WIN.,"KHERA, SHIV",290,MACMILLAN PUB COMPANY,NEW YORK,,GENERAL,355,21,280,GBK
1232,30-03-2002,PCCOEEC04504,YOU CAN WIN.,"KHERA, SHIV",269,MACMILLAN PUB COMPANY,,2001,GENERAL,295,20,236,GBK
1233,10-02-2003,PCCOEEC06336,YASH TUMACHYA HATAT.,"KHERA, SHIV",304,MACMILLAN PUB COMPANY,,2002,GENERAL,185,16,155,GBK
1234,09-01-2006,PCCOEEC09008,FREEDOM IS NOT FREE : EVERY GENERATION NEEDS TO EARN ITS OWN FREEDOM,"KHERA, SHIV",233,MAC MILLAN PRESS LTD.,HAMPSHIRE,,GENERAL,295,20,236,GBK
1235,09-01-2006,PCCOEEC09009,YOU CAN WIN.,"KHERA, SHIV",244,MAC MILLAN PRESS LTD.,HAMPSHIRE,,GENERAL,325,20,260,GBK
1236,24-12-2019,PCCOEEC35344,YANI GHADWALA ITIHAS BHARTACHYA ITIHASAL KALATNI DENARYA 50 VAYKTINCHA PRATIMASHODH.,"KHILNANI, SUNIL",439,MANJUL PUBLISHING HOUSE,PUNE,2019,GENERAL,499,10,449.1,GBK
1237,12-10-2009,PCCOEEC13774,MERA NAM HAI SHANKAR.,"KHOT, CHANDRAKANT",126,KESHAV BHIKAHI DHAWLE,MUMBAI,,GENERAL,,,,DBK
1238,31-01-2006,PCCOEEC09061,GAVTHAN,"KHOT,KRUSHNAT",105,MOUJ PRAKASHAN,MUMBAI,,GENERAL,125,20,100,GBK
1239,03-07-2025,PCCOEEC41687,VIVEKANCH DUSAR NAV VICHAR AAHE : AAJCHYA KAHI MAHTVACHYA SAMASYA V TYAVARIL UPAY.,"KHSIRSAGAR, VIVEK",231,GREEN WORLD,PUNE,2014,GENERAL,0,,0,DBK
1240,04-12-2015,PCCOEEC31999,CIVIL ENGINEERING : (CONVENTIONAL AND OBJECTIVE TYPE).,"KHURMI, R. S.",724,S. CHAND AND COMPANY,NEW DELHI,1984,GENERAL,495,20,396,HSB
1241,08-01-2013,PCCOEEC23856,GANDHI NAVACHE MAHATMA.,"KINIKAR, ROY",231,DAYMAND POCKET BOOKS PVT. LTD.,NEW DELHI,,GENERAL,250,30,175,GBK
1242,15-11-2002,PCCOEEC05366,Kirloskar Hermetic compressors technical manual,KIRLOSKAR BROTHER,138,1981,,,GENERAL,,,,DBK
1243,26-11-2019,PCCOEEC35327,CACTUS AND ROSES AN AUTOBIOGRAPHY.,"KIRLOSKAR, S. L.",358,KIRLOSKAR BROTHERS LTD.,PUNE,2019,GENERAL,,,,DBK
1244,26-11-2019,PCCOEEC35328,THE MAN WHO MADE MACHINES BIOGRAPHY OF THE PIONEERING INDUSTRIALIST FORM MAHARASTRA LAXMANRAO KIRLOS,"KIRLOSKAR, S. L.",278,KIRLOSKAR BROTHERS LTD.,PUNE,2019,GENERAL,,,,DBK
1245,03-03-2025,PCCOEEC41322,"ANANDIBAI JOSHI : A TORCHBEARER, INSPIRING BIOGRAPHY OF INDIA'S FIRST WOMAN DOCTOR.","KIRTANE, ANJALI",388,POPULAR PRAKASHAN,MUMBAI,2022,GENERAL,650,28,468,GBK
1246,16-10-2007,PCCOEEC10742,KUMARS GROUP DISCUSSIONS.,"KISHORE, B. R.",200,VEE KUMAR PUB. PVT. LTD.,NEW DELHI,,GENERAL,65,23,50,GBK
1247,04-01-2013,PCCOEEC23781,BHATUKALI.,"KITLOSKAR, SHANTA",256,,PUNE,,GENERAL,200,30,140,GBK
1248,24-11-2008,PCCOEEC11550,RICH DAD POOR DAD.,"KIYOSAKI, ROBERT T.",266,WARNER BUSINESS BOOKS.,NEW YORK,,GENERAL,252,22,197,GBK
1249,12-10-2009,PCCOEEC13744,TIME MANAGEMENT AANI SAFLTA.,"KOLHE, RAVINDRA",128,SAKET PRAKASHAN,PUNE,,GENERAL,,,,DBK
1250,08-01-2013,PCCOEEC23838,DHIRUBHAI AMBANI.,"KOLHE, RAVINDRA",128,SAKET PRAKASHAN,PUNE,,GENERAL,100,30,70,GBK
1251,05-01-2022,PCCOEEC36331,DUTPAPPI KI DUHERI AANI VIVIDH LEKH.,"KOLHTKAR, SHRIPAD KRUSHNA",264,SAMNVAY PRAKASHAN,KOLHAPUR,2013,GENERAL,260,25,195,GBK
1252,23-11-2010,PCCOEEC18359,GATE 2011 : COMPUTER SCIENCE AND INFORMATION TECHNOLOGY.,KONCEPT BOOKS,10,KONCEPT BOOKS,UTTARAKHAND,2001,GENERAL,640,25,480,HSB
1253,23-11-2010,PCCOEEC18360,GATE 2011 COMPUTER SCIENCE INFORMATION TECHNOLOGY.,KONCEPT BOOKS,10,KONCEPT BOOKS,UTTARAKHAND,,GENERAL,640,25,480,HSB
1254,23-11-2010,PCCOEEC18361,GATE 2011 : COMPUTER SCIENCE AND INFORMATION TECHNOLOGY.,KONCEPT BOOKS,10,KONCEPT BOOKS,UTTARAKHAND,,GENERAL,640,25,480,HSB
1255,23-11-2010,PCCOEEC18362,GATE 2011 : COMPUTER SCIENCE AND INFORMATION TECHNOLOGY.,KONCEPT BOOKS,10,KONCEPT BOOKS,UTTARAKHAND,,GENERAL,640,25,480,HSB
1256,23-11-2010,PCCOEEC18363,GATE 2011 : COMPUTER SCIENCE AND INFORMATION TECHNOLOGY.,KONCEPT BOOKS,10,KONCEPT BOOKS,UTTARAKHAND,,GENERAL,640,25,480,HSB
1257,16-01-2013,PCCOEEC24178,HAMKHAS YASHACHI 121 SUTRE.,"KONKAR, SHASHIKANT",136,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,60,30,42,GBK
1258,16-01-2013,PCCOEEC24179,HAMKHAS YASHACHI 121 SUTRE.,"KONKAR, SHASHIKANT",136,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,60,30,42,GBK
1259,07-01-2013,PCCOEEC23811,HAMKHAS YASHACHI 121 SUTRE.,"KONKAR, SHASHIKANT",136,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,60,30,42,GBK
1260,08-02-2025,PCCOEEC40974,KAL-TRIKAL.,"KOTAPALLE, NAGNATH.",472,SAYN PUB PVT. LTD.,PUNE,2023,GENERAL,770,28,554.4,GBK
1261,16-09-2014,PCCOEEC28033,THE ALKEMIST : PAULO KOALO.,"KOTAPALLE, NITIN",160,PADMAGANDHA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1262,15-03-2024,PCCOEEC40390,SHASTRA VA SHASTRADNYANSAMBANDHI : AAKHYAYINKACHA SANGRHAH.,"KOTHARE, A. N.",218,NATIONAL BOOK TRUST INDIA,NEW DELHI,2020,GENERAL,145,10,130.5,GBK
1263,29-08-2012,PCCOEEC21281,QUANTITATIVE TECHNIQUES.,"KOTHARI, C. R.",596,VIKAS PUB. HOUSE PVT LTD.,NODIA,,GENERAL,275,21,217,HSB
1264,29-08-2012,PCCOEEC21282,QUANTITATIVE TECHNIQUES.,"KOTHARI, C. R.",596,VIKAS PUB. HOUSE PVT LTD.,NODIA,,GENERAL,275,21,217,HSB
1265,01-11-2007,PCCOEEC11069,OUR ICEBERG IS MELTING,"KOTTER, JOHN",147,MACMILLAN PUB COMPANY,LONDON,,GENERAL,195,22,152,GBK
1266,03-07-2025,PCCOEEC41683,KHEDCHE SHILEDAR.,"KOTWAL, GAUTAM",200,GREEN WORLD,PUNE,2009,GENERAL,0,,0,DBK
1267,03-07-2025,PCCOEEC41684,AMBEGAON CHE SHILEDAR.,"KOTWAL, GAUTAM",168,GREEN WORLD,PUNE,2012,GENERAL,0,,0,DBK
1268,03-07-2025,PCCOEEC41685,MAHARASHTRACHYA SUKNYA : GATHA STRI KARTRUTVACHI.,"KOTWAL, GAUTAM",184,GREEN WORLD,PUNE,2013,GENERAL,,,0,DBK
1269,03-07-2025,PCCOEEC41686,ZEP : KARTRUTVAN VYAKTICHI YASHOGATHA.,"KOTWAL, GAUTAM",272,GREEN WORLD,PUNE,2013,GENERAL,0,,0,DBK
1270,03-07-2025,PCCOEEC41688,UDAN : SHUNYATUN VISHW NIRMAN KARNARYA KARTRUTVANCHI AAKASHBHARARI.,"KOTWAL, GAUTAM",272,GREEN WORLD,PUNE,2014,GENERAL,0,,0,DBK
1271,03-07-2025,PCCOEEC41689,MARATHI PAUL PADTE PUDHE : UTTUNG KAMGIRI KARNARYA KARTRUTVAN VYAKTICHI YASHOGATHA.,"KOTWAL, GAUTAM",256,GREEN WORLD,PUNE,2015,GENERAL,0,,0,DBK
1272,03-07-2025,PCCOEEC41690,KHARE KHURE NAYAK : SARVSAMANYA KUTUMBATIL KARTRUTAVAN VYAKTICHYA YASHAGATHA.,"KOTWAL, GAUTAM",186,GREEN WORLD,PUNE,2014,GENERAL,0,,0,DBK
1273,03-07-2025,PCCOEEC41691,REAL LIFE WINNERS : GARUDZEP GHETLELYA VYAKTIMATVACHYA KARYPARICHAY.,"KOTWAL, GAUTAM",236,GREEN WORLD,PUNE,2015,GENERAL,0,,0,DBK
1274,03-07-2025,PCCOEEC41692,REAL ACHIVERS MARATHI : MATIT JANMLELYA YASHWANT V KIRTIWANT LOKANCHA KARYPARICHAY.,"KOTWAL, GAUTAM",223,GREEN WORLD,PUNE,2016,GENERAL,0,,0,DBK
1275,03-07-2025,PCCOEEC41693,ACHIVERS : KARTRUTVAN LOKANCHYA YASHOGATHA.,"KOTWAL, GAUTAM",256,GREEN WORLD,PUNE,2018,GENERAL,0,,0,DBK
1276,03-07-2025,PCCOEEC41694,KARMYOGI : SATAT NAVINYACHA SHODH GHET SHUNYATUN VISHWNIRMAN KARNARE KARMYOGI.,"KOTWAL, GAUTAM",232,GREEN WORLD,PUNE,2017,GENERAL,0,,0,DBK
1277,03-07-2025,PCCOEEC41695,AAKHATI DESHATIL INIDAN IDOLS : AAKHATI DESGATIL BHARTIY UDYJKACHYA YASHOGHATHA.,"KOTWAL, GAUTAM",90,GREEN WORLD,PUNE,2018,GENERAL,0,,0,DBK
1278,03-07-2025,PCCOEEC41698,SELF - MADE PEOPLE.,"KOTWAL, GAUTAM",260,GREEN WORLD,PUNE,2020,GENERAL,0,,0,DBK
1279,03-07-2025,PCCOEEC41699,SELF - MADE MAN.,"KOTWAL, GAUTAM",256,GREEN WORLD,PUNE,2020,GENERAL,0,,0,DBK
1280,03-07-2025,PCCOEEC41700,NEW PATH FINDER : SWATACHA MARG SHODHNARI KARTRUTVAN VYKATIMATVA.,"KOTWAL, GAUTAM",303,GREEN WORLD,PUNE,2021,GENERAL,0,,0,DBK
1281,03-07-2025,PCCOEEC41701,IKON OF MAHARSHTRA.,"KOTWAL, GAUTAM",236,GREEN WORLD,PUNE,2021,GENERAL,0,,0,DBK
1282,03-07-2025,PCCOEEC41702,SAMAR LADHA KORONAYODHANCHA.,"KOTWAL, GAUTAM",238,GREEN WORLD,PUNE,2022,GENERAL,0,,0,DBK
1283,03-07-2025,PCCOEEC41703,MAZI VASUNDHARA : MAHARSHTRA SHASNACHE GLOBAL WARMING VIRUDDHA YASHSWI PAUL.,"KOTWAL, GAUTAM",210,GREEN WORLD,PUNE,2022,GENERAL,0,,0,DBK
1284,03-07-2025,PCCOEEC41704,RANRAGINI : GATHA STRI KARTRUTVACHI,"KOTWAL, GAUTAM",292,GREEN WORLD,PUNE,2023,GENERAL,0,,0,DBK
1285,03-07-2025,PCCOEEC41705,ZERO TO HERO : SHUNYATUN VISHW NIRMAN KARNARYA KARTRUTVAN LOKANCHYA YASHOGATHA..,"KOTWAL, GAUTAM",273,GREEN WORLD,PUNE,2023,GENERAL,0,,0,DBK
1286,03-07-2025,PCCOEEC41706,REAL ACHIVERS : GATHA KARTRUTVACHYA.,"KOTWAL, GAUTAM",294,GREEN WORLD,PUNE,2023,GENERAL,0,,0,DBK
1287,03-07-2025,PCCOEEC41707,BHARARI : GATHA KARTRUTVACHYA.,"KOTWAL, GAUTAM",271,"KOTWAL, GAUTAM",PUNE,2024,GENERAL,0,,0,DBK
1288,03-07-2025,PCCOEEC41711,PRACHITI ANUBHAVANCHI SHIDORI.,"KOTWAL, GAUTAM",224,GREEN WORLD,PUNE,2025,GENERAL,0,,0,GBK
1289,12-10-2009,PCCOEEC13790,MARTIN LUTHAR KING.,"KRHADE, SHANKAR",85,SAKET PRAKASHAN,PUNE,,GENERAL,,,,DBK
1290,18-07-2023,PCCOEEC38548,FREEDOM FROM THE KNOWN,"KRISHNAMURTI, J.",188,KRISHNAMURTI FOUNDATION TRUST LTD.,CHENNAI,2023,GENERAL,0,0,0,GBK
1291,14-01-2013,PCCOEEC23972,JEEVAN AANI MRITYU.,"KRISHNAMURTI, J.",234,SAKET PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
1292,08-09-2012,PCCOEEC22201,METHODOLOGY OF RESEARCH SOCIAL SCIENCE.,"KRISHNASWAMI, O. R.",445,HIMALAYA PUBLISHING HOUSE.,MUMBAI,,GENERAL,275,21,217,GBK
1293,08-09-2012,PCCOEEC22200,METHODOLOGY OF RESEARCH SOCIAL SCIENCE.,"KRISHNASWAMI, O. R.",445,HIMALAYA PUBLISHING HOUSE.,MUMBAI,,GENERAL,275,21,217,GBK
1294,17-09-2010,PCCOEEC15371,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, PAUL R.",706,CENGAGE LEARNING PVT. LTD.,NEW DELHI,,GENERAL,510,25,383,GBK
1295,01-11-2011,PCCOEEC19335,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, PAUL R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,550,25,413,GBK
1296,02-11-2011,PCCOEEC19447,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, PAUL R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,550,25,413,GBK
1297,02-11-2011,PCCOEEC19448,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, PAUL R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,550,25,413,GBK
1298,02-11-2011,PCCOEEC19449,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, PAUL R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,550,25,413,GBK
1299,14-09-2009,PCCOEEC13364,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,499,25,374,GBK
1300,14-09-2009,PCCOEEC13365,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,499,25,374,GBK
1301,14-09-2009,PCCOEEC13366,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,499,25,374,GBK
1302,14-09-2009,PCCOEEC13363,INTERNATIONAL ECONOMICS : THEORY AND POLICY.,"KRUGMAN, R.",706,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,499,25,374,GBK
1303,15-01-2013,PCCOEEC23991,YASHWANTRAO CHAVAN : AATMCHARITRA.,KRUSHNAKANTH.,506,YASHWANTRAO CHAVAN PRATISTHAN,PUNE,,GENERAL,180,25,135,GBK
1304,12-10-2009,PCCOEEC13740,PRATHAM ARTHAT ANTIM MUKTI.,"KRUSHNMURTI, J.",323,KESHAV BHIKAHI DHAWLE,MUMBAI,,GENERAL,,,,DBK
1305,12-10-2009,PCCOEEC13754,YA GOSTICHA VICHAR KARA.,"KRUSHNMURTI, J.",256,SAKET PRAKASHAN,PUNE,,GENERAL,,,,DBK
1306,12-10-2009,PCCOEEC13755,BHAVI JIEEVAN,"KRUSHNMURTI, J.",208,KESHAV BHIKAHI DHAWLE,MUMBAI,,GENERAL,,,,DBK
1307,12-10-2009,PCCOEEC13776,DNYANATAPASUN MUKTI.,"KRUSHNMURTI, J.",124,KESHAV BHIKAHI DHAWLE,MUMBAI,,GENERAL,,,,DBK
1308,12-10-2009,PCCOEEC13777,HINSAVRUTTICHYA PALIKADE.,"KRUSHNMURTI, J.",167,KESHAV BHIKAHI DHAWLE,MUMBAI,,GENERAL,,,,DBK
1309,26-11-2004,PCCOEEC11344,VIDYARTHI VASATIGRUH VYAVASTHAPAN.,"KSHIRSAGAR, V. K.",112,MADHURAJ PUB.,PUNE,2005,GENERAL,100,22,78,GBK
1310,06-09-2010,PCCOEEC15288,HA TEL NAWACH ITIHAS AHE.,"KUBER, GIRISH",255,RAJHANS PRAKASHAN,PUNE,,GENERAL,200,20,160,GBK
1311,06-09-2010,PCCOEEC15289,EKA TELIYANE.,"KUBER, GIRISH",248,RAJHANS PRAKASHAN,PUNE,2009,GENERAL,200,20,160,GBK
1312,06-09-2010,PCCOEEC15290,ADARMAYUDDHA.,"KUBER, GIRISH",247,RAJHANS PRAKASHAN,PUNE,2009,GENERAL,250,20,200,GBK
1313,04-01-2025,PCCOEEC40737,TATAYAN : EK POLODI UDYAMAGATHA.,"KUBER, GIRISH",434,RAJHANS PRAKASHAN,PUNE,2024,GENERAL,550,9,500.5,GBK
1314,04-01-2025,PCCOEEC40738,TATAYAN : EK POLODI UDYAMAGATHA.,"KUBER, GIRISH",434,RAJHANS PRAKASHAN,PUNE,2024,GENERAL,550,9,500.5,GBK
1315,07-06-2017,PCCOEEC33453,PUTIN : MAHASATTECHYA ITIHASACHE ASWASTHA VARTAMAN.,"KUBER, GIRISH",265,RAJHANS PRAKASHAN,PUNE,2017,GENERAL,375,15,318.75,GBK
1316,14-01-2013,PCCOEEC23961,ADHARMAYUDDHA.,"KUBER, GIRISH",247,RAJHANS PRAKASHAN,PUNE,,GENERAL,250,30,175,GBK
1317,12-11-2002,PCCOEEC05281,Himkondnatil hira,"KULKARNI ,SURYAKANT",132,MEHATA PRAKASHAN,,1998,GENERAL,,,,DBK
1318,06-01-2006,PCCOEEC09003,YAANI GHADAVAL SAHASTRAK,KULKARNI SUHAS,590,ROHAN PRAKASHAN.,PUNE,,GENERAL,350,,350,GBK
1319,01-01-2024,PCCOEEC40017,BHARTIYA SANSKRUTICHE VYAVSTHAPAK MAHARSHI VYAS.,"KULKARNI, ANURADHA SUDHIR",540,VYAS CREATIONS,THANE,2022,GENERAL,800,25,600,GBK
1320,12-10-2009,PCCOEEC13753,BHARTMATA.,"KULKARNI, B. V.",298,MIRA ADITI CENTRE,MYSORE,,GENERAL,,,,DBK
1321,07-02-2006,PCCOEEC09117,SURESH : BHAT NAVE AAKALN,"KULKARNI, D.B.",130,AKANSHA PRAKASHK,NAGPUR,,GENERAL,150,20,120,GBK
1322,10-01-2013,PCCOEEC23909,SAMYAK VIKAS.,"KULKARNI, DILEEP",140,RAJHANS PRAKASHAN,PUNE,,GENERAL,120,30,84,GBK
1323,10-01-2013,PCCOEEC23910,SOUR AROGYA.,"KULKARNI, DILEEP",111,RAJHANS PRAKASHAN,PUNE,,GENERAL,90,30,63,GBK
1324,10-01-2013,PCCOEEC23911,ANUVIVEK.,"KULKARNI, DILEEP",144,RAJHANS PRAKASHAN,PUNE,,GENERAL,125,30,88,GBK
1325,10-01-2013,PCCOEEC23962,ANUVIVEK.,"KULKARNI, DILEEP",144,RAJHANS PRAKASHAN,PUNE,,GENERAL,125,30,88,GBK
1326,16-01-2013,PCCOEEC24089,SAMYAK VIKAS.,"KULKARNI, DILEEP",140,RAJHANS PRAKASHAN,PUNE,,GENERAL,120,30,84,GBK
1327,16-01-2013,PCCOEEC24090,SAMYAK VIKAS.,"KULKARNI, DILEEP",140,RAJHANS PRAKASHAN,PUNE,,GENERAL,120,30,84,GBK
1328,16-01-2013,PCCOEEC24091,SAMYAK VIKAS.,"KULKARNI, DILEEP",140,RAJHANS PRAKASHAN,PUNE,,GENERAL,120,30,84,GBK
1329,15-03-2024,PCCOEEC40389,BHARATATIL UDYAG.,"KULKARNI, M. R.",130,NATIONAL BOOK TRUST INDIA,NEW DELHI,2013,GENERAL,45,10,40.5,GBK
1330,17-03-2025,PCCOEEC41500,OLKHICHE CHEHERE.,"KULKARNI, SHRIKANT N.",171,PRATIK PRAKASHAN,PUNE,2021,GENERAL,250,28,180,GBK
